Team,AdjRank,TotalGames,TotalWins,Q1_Record,Q1_Games,Q1_WinPct,Q1_NetEff,Q2_Record,Q2_Games,Q2_WinPct,Q2_NetEff,Q3_Record,Q3_Games,Q3_WinPct,Q3_NetEff,Q4_Record,Q4_Games,Q4_WinPct,Q4_NetEff
LaGrange,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-63.9,0-0,0,0.0,0.0
18Tennessee,999.0,2,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,50.0,1-0,1,1.0,25.0
NC State,999.0,5,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,3-2,5,0.6,20.0,0-0,0,0.0,0.0
14St. John's*,999.0,3,1,0-1,1,0.0,-1.4,1-0,1,1.0,19.4,0-1,1,0.0,-16.3,0-0,0,0.0,0.0
7Michigan*,999.0,2,2,1-0,1,1.0,54.0,0-0,0,0.0,0.0,1-0,1,1.0,41.3,0-0,0,0.0,0.0
Oregon*,999.0,3,0,0-1,1,0.0,-11.1,0-0,0,0.0,0.0,0-2,2,0.0,-15.0,0-0,0,0.0,0.0
1Houston*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,1.4,0-0,0,0.0,0.0
Wofford,999.0,15,9,0-2,2,0.0,-30.8,0-1,1,0.0,-14.0,0-3,3,0.0,-31.5,9-0,9,1.0,13.1
Merrimack,999.0,6,4,0-0,0,0.0,0.0,0-1,1,0.0,-58.1,2-1,3,0.67,-7.3,2-0,2,1.0,10.4
Lehigh,999.0,7,2,0-1,1,0.0,-28.6,0-0,0,0.0,0.0,1-1,2,0.5,-10.3,1-3,4,0.25,-5.2
Binghamton,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-11.3
UMBC,999.0,12,6,0-2,2,0.0,-33.0,0-2,2,0.0,-20.8,0-1,1,0.0,-13.5,6-1,7,0.86,12.9
Gallaudet,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-79.0
Manhattan,999.0,6,1,0-1,1,0.0,-41.4,0-1,1,0.0,-46.5,1-0,1,1.0,5.5,0-3,3,0.0,-7.4
Fairleigh Dickinson,999.0,4,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-19.0,1-2,3,0.33,-3.2
East Texas A&M*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,23.8
Marist,999.0,8,6,0-0,0,0.0,0.0,0-1,1,0.0,-14.3,2-1,3,0.67,24.7,4-0,4,1.0,19.0
Northeastern State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-29.7,0-0,0,0.0,0.0
Northwestern Oklahoma State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-67.1,0-0,0,0.0,0.0
Missouri Southern State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-22.6,0-0,0,0.0,0.0
Mississippi University For Women,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-48.9
New Mexico*,999.0,2,1,0-1,1,0.0,-14.3,0-0,0,0.0,0.0,1-0,1,1.0,2.6,0-0,0,0.0,0.0
Dominican (IL),999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-78.2,0-1,1,0.0,-128.2
Cumberland (TN),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-26.1
Webster,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-79.6,0-1,1,0.0,-87.6
24USC,999.0,2,1,0-1,1,0.0,-43.0,0-0,0,0.0,0.0,1-0,1,1.0,7.5,0-0,0,0.0,0.0
Penn State (Brandywine),999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-61.6
Alice Lloyd College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-71.6
UL Monroe*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-4.2
Northwest University,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-57.9,0-0,0,0.0,0.0
Nobel*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-61.3,0-0,0,0.0,0.0
Montana Tech,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,9.2,0-0,0,0.0,0.0
Salish Kootenai,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-77.6,0-0,0,0.0,0.0
Ottawa (AZ),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-48.4,0-0,0,0.0,0.0
Northwest Indian,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-3,3,0.0,-90.5,0-0,0,0.0,0.0
Caldwell,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-38.5,0-0,0,0.0,0.0
Cornell,999.0,4,3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-5.3,3-0,3,1.0,18.7
Harvard,999.0,7,4,0-0,0,0.0,0.0,1-0,1,1.0,35.1,1-2,3,0.33,-6.5,2-1,3,0.67,9.2
4Duke,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,59.9
St. Thomas-Minnesota,999.0,9,7,0-1,1,0.0,-38.9,0-0,0,0.0,0.0,1-1,2,0.5,2.9,6-0,6,1.0,13.1
SUNY-Maritime,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-92.2,0-0,0,0.0,0.0,0-1,1,0.0,-42.6
Champion Christian,999.0,6,0,0-1,1,0.0,-57.3,0-1,1,0.0,-90.1,0-1,1,0.0,-55.4,0-3,3,0.0,-89.0
Ecclesia,999.0,5,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-82.3,0-4,4,0.0,-60.6
Tulsa,999.0,9,6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-3,4,0.25,-4.4,5-0,5,1.0,28.1
DePaul,999.0,3,2,0-0,0,0.0,0.0,0-1,1,0.0,-21.5,0-0,0,0.0,0.0,2-0,2,1.0,20.3
UIC,999.0,11,4,1-1,2,0.5,0.7,0-2,2,0.0,-7.2,0-3,3,0.0,-12.7,3-1,4,0.75,12.8
Vanderbilt,999.0,5,5,1-0,1,1.0,13.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,4-0,4,1.0,38.0
Loyola Marymount,999.0,3,2,0-1,1,0.0,-52.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,20.4
Portland,999.0,8,6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-2,4,0.5,-6.5,4-0,4,1.0,16.5
Washington,999.0,13,8,0-2,2,0.0,-13.1,2-3,5,0.4,0.0,0-0,0,0.0,0.0,6-0,6,1.0,28.1
Vermont State - Lyndon,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-121.4
Emmanuel (MA),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-40.3
Curry College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-131.0
Rosemont,999.0,1,0,0-1,1,0.0,-99.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
18North Carolina,999.0,2,2,0-0,0,0.0,0.0,1-0,1,1.0,17.5,0-0,0,0.0,0.0,1-0,1,1.0,58.2
SUNY-Canton,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-54.9
Seton Hall*,999.0,1,1,1-0,1,1.0,13.9,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Washington Adventist,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-7.8,0-0,0,0.0,0.0,0-1,1,0.0,-30.3
Houghton,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-36.6
20Texas Tech,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,44.5
University of The Southwest,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-116.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Tulsa*,999.0,4,4,2-0,2,1.0,15.7,1-0,1,1.0,19.5,0-0,0,0.0,0.0,1-0,1,1.0,44.2
UC Irvine*,999.0,4,3,1-0,1,1.0,1.4,0-1,1,0.0,-19.7,1-0,1,1.0,15.8,1-0,1,1.0,24.5
Adams State,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-13.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0
New Mexico Highlands,999.0,3,0,0-1,1,0.0,-80.0,0-1,1,0.0,-25.8,0-1,1,0.0,-57.1,0-0,0,0.0,0.0
Mitchell College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-31.9
Salve Regina,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-59.4
Jamestown,999.0,1,0,0-1,1,0.0,-23.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
St. Scholastica,999.0,1,0,0-1,1,0.0,-121.5,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Dakota State,999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-10.8,0-1,1,0.0,-57.3
Crown College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-76.9
Mayville St,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-111.8
Ohio State*,999.0,1,0,0-1,1,0.0,-1.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Bluefield State,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-29.5
Tennessee Southern,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-51.0
Lane College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-8.6
Regent,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-79.9,0-0,0,0.0,0.0,0-1,1,0.0,-105.3
Troy,999.0,10,7,0-0,0,0.0,0.0,2-0,2,1.0,3.5,2-2,4,0.5,-3.6,3-1,4,0.75,12.7
Arkansas Tech,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-71.4,0-0,0,0.0,0.0
Southern Miss,999.0,10,4,0-4,4,0.0,-21.4,0-0,0,0.0,0.0,1-2,3,0.33,-2.2,3-0,3,1.0,10.8
Rice,999.0,7,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,-2.1,1-4,5,0.2,-10.9
Little Rock,999.0,3,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-33.7,1-0,1,1.0,10.0
North Dakota State,999.0,6,5,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-1,3,0.67,3.7,3-0,3,1.0,22.0
Jacksonville State,999.0,7,4,1-0,1,1.0,9.6,0-0,0,0.0,0.0,1-1,2,0.5,-6.1,2-2,4,0.5,2.5
SMU,999.0,9,9,0-0,0,0.0,0.0,2-0,2,1.0,15.0,3-0,3,1.0,14.1,4-0,4,1.0,36.6
Saint Mary's,999.0,10,10,0-0,0,0.0,0.0,1-0,1,1.0,8.5,4-0,4,1.0,15.1,5-0,5,1.0,39.4
Christian Brothers,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-47.3,0-0,0,0.0,0.0
Missouri State,999.0,5,2,0-0,0,0.0,0.0,0-1,1,0.0,-13.2,1-1,2,0.5,11.2,1-1,2,0.5,-4.4
Ohio,999.0,11,7,1-1,2,0.5,-13.4,1-1,2,0.5,0.7,2-1,3,0.67,0.0,3-1,4,0.75,13.7
Auburn,999.0,1,1,0-0,0,0.0,0.0,1-0,1,1.0,29.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0
19Tennessee,999.0,2,1,0-1,1,0.0,-15.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,68.3
8Houston*,999.0,2,2,1-0,1,1.0,10.9,0-0,0,0.0,0.0,1-0,1,1.0,21.9,0-0,0,0.0,0.0
Benedictine University (IL),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-79.4
19Texas Tech,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,14.0,0-0,0,0.0,0.0
Regis (CO),999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-57.9,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Colorado College,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-51.7,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Benedictine (AZ),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-73.6
Embry-Riddle (AZ),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-43.7
Science & Arts (OK),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-86.6,0-0,0,0.0,0.0
Prairie View A&M*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,3.3
Southern Miss*,999.0,2,1,0-0,0,0.0,0.0,0-1,1,0.0,-6.0,0-0,0,0.0,0.0,1-0,1,1.0,13.7
Minnesota Crookston,999.0,1,0,0-1,1,0.0,-50.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Miami (OH)-Hamilton,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-78.8
Ohio Wesleyan,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-101.7,0-0,0,0.0,0.0,0-1,1,0.0,-50.7
Defiance,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-83.8
Rutgers*,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-8.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Southern-New Orleans,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-80.9
Brescia,999.0,2,0,0-1,1,0.0,-33.9,0-1,1,0.0,-53.7,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Cumberland (KY),999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-42.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Cincinnati Clermont,999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-67.3,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Coe,999.0,2,0,0-1,1,0.0,-114.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-17.9
Queens University,999.0,15,8,0-2,2,0.0,-36.3,0-2,2,0.0,-17.6,0-3,3,0.0,-42.9,8-0,8,1.0,23.0
16Texas Tech*,999.0,1,0,0-1,1,0.0,-10.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Fresno State*,999.0,1,0,0-1,1,0.0,-36.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
6Louisville,999.0,2,1,0-1,1,0.0,-12.2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,51.9
4Duke*,999.0,1,1,1-0,1,1.0,13.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Winthrop,999.0,15,7,0-3,3,0.0,-6.3,0-1,1,0.0,-44.2,3-2,5,0.6,2.4,4-2,6,0.67,17.9
Samford,999.0,6,2,0-1,1,0.0,-5.5,0-1,1,0.0,-13.8,1-1,2,0.5,-1.3,1-1,2,0.5,-7.9
Central Arkansas,999.0,2,0,0-1,1,0.0,-47.4,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-7.7
22Michigan State,999.0,2,2,0-0,0,0.0,0.0,1-0,1,1.0,4.7,0-0,0,0.0,0.0,1-0,1,1.0,14.7
Southern,999.0,9,1,0-2,2,0.0,-45.5,0-2,2,0.0,-39.7,0-1,1,0.0,-22.8,1-3,4,0.25,-8.3
TCU,999.0,14,9,0-2,2,0.0,-11.4,0-1,1,0.0,-4.8,2-1,3,0.67,6.6,7-1,8,0.88,30.3
Utah,999.0,11,6,0-3,3,0.0,-15.8,0-1,1,0.0,-10.0,1-0,1,1.0,7.4,5-1,6,0.83,13.2
South Dakota State,999.0,11,5,0-2,2,0.0,-27.2,0-0,0,0.0,0.0,0-3,3,0.0,-8.2,5-1,6,0.83,20.0
Bethune-Cookman,999.0,2,0,0-1,1,0.0,-49.0,0-0,0,0.0,0.0,0-1,1,0.0,-5.9,0-0,0,0.0,0.0
San Diego State*,999.0,4,1,0-2,2,0.0,-46.5,0-1,1,0.0,-13.7,1-0,1,1.0,24.5,0-0,0,0.0,0.0
John Brown,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-50.7
York College Nebraska,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-69.3
Doane,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-12.5
Mid-America Christian,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-34.2
Concordia-Nebraska,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-23.0
23St. John's,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,7.0,0-0,0,0.0,0.0
Randolph College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-57.1
15Texas Tech,999.0,1,1,0-0,0,0.0,0.0,1-0,1,1.0,27.6,0-0,0,0.0,0.0,0-0,0,0.0,0.0
George Fox,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-76.5,0-0,0,0.0,0.0
Lewis & Clark,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-21.3
Willamette,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-43.5
UCF*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,15.2,0-0,0,0.0,0.0
Rowan,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-59.5,0-0,0,0.0,0.0
Pittsburgh*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,49.5,0-0,0,0.0,0.0
Simpson University (CA),999.0,1,0,0-0,0,0.0,0.0,0-1,1,0.0,-84.1,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Life Pacific,999.0,2,0,0-0,0,0.0,0.0,0-1,1,0.0,-45.4,0-0,0,0.0,0.0,0-1,1,0.0,-10.3
20Auburn,999.0,1,0,0-1,1,0.0,-40.9,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Norfolk State,999.0,6,2,0-1,1,0.0,-53.4,0-1,1,0.0,-39.3,0-1,1,0.0,-1.7,2-1,3,0.67,-2.7
Denver,999.0,3,1,0-1,1,0.0,-37.8,0-0,0,0.0,0.0,1-0,1,1.0,2.8,0-1,1,0.0,-23.9
3UConn,999.0,3,2,0-1,1,0.0,-6.0,0-0,0,0.0,0.0,1-0,1,1.0,38.7,1-0,1,1.0,29.7
15UCLA*,999.0,1,0,0-1,1,0.0,-5.5,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
3Florida*,999.0,1,0,0-1,1,0.0,-7.7,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Kansas State,999.0,8,3,0-3,3,0.0,-22.4,0-1,1,0.0,-24.8,2-1,3,0.67,3.0,1-0,1,1.0,37.0
9BYU,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,33.4
Oregon State,999.0,6,4,0-0,0,0.0,0.0,1-0,1,1.0,3.2,1-2,3,0.33,-7.7,2-0,2,1.0,8.9
UCLA,999.0,6,5,0-1,1,0.0,-19.5,0-0,0,0.0,0.0,1-0,1,1.0,17.2,4-0,4,1.0,22.3
Santa Clara*,999.0,5,2,1-1,2,0.5,7.7,0-0,0,0.0,0.0,1-1,2,0.5,0.0,0-1,1,0.0,-2.8
Northern Arizona,999.0,8,1,0-2,2,0.0,-25.7,0-0,0,0.0,0.0,0-4,4,0.0,-28.4,1-1,2,0.5,2.5
Oklahoma*,999.0,3,1,0-1,1,0.0,-8.3,0-0,0,0.0,0.0,1-1,2,0.5,-10.9,0-0,0,0.0,0.0
USC*,999.0,4,4,2-0,2,1.0,15.3,0-0,0,0.0,0.0,1-0,1,1.0,21.1,1-0,1,1.0,4.2
Washington State*,999.0,3,1,0-1,1,0.0,-17.7,0-0,0,0.0,0.0,0-1,1,0.0,-8.2,1-0,1,1.0,20.2
Wisconsin*,999.0,3,1,0-1,1,0.0,-17.1,0-1,1,0.0,-17.6,1-0,1,1.0,29.1,0-0,0,0.0,0.0
Saint Joseph's*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,3.4
Temple*,999.0,3,1,0-1,1,0.0,-18.8,0-0,0,0.0,0.0,0-1,1,0.0,-1.7,1-0,1,1.0,5.5
John Jay College,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-65.9
Truett-McConnell,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-36.7
The Citadel*,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-44.2
19UCLA,999.0,2,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,46.2
Bluefield University,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-34.9
Paul Quinn,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-58.5
UT Martin*,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-19.4,1-0,1,1.0,1.5
Dallas,999.0,2,0,0-1,1,0.0,-67.8,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-80.1
Eastern University (PA),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-43.2
Southern Virginia,999.0,2,0,0-1,1,0.0,-47.6,0-0,0,0.0,0.0,0-1,1,0.0,-101.5,0-0,0,0.0,0.0
Shenandoah,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-80.7,0-0,0,0.0,0.0
Notre Dame (MD),999.0,3,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-49.8,0-1,1,0.0,-60.8
West Virginia Wesleyan,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-50.5,0-0,0,0.0,0.0
Holy Cross College (IN),999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-45.0
Boyce,999.0,1,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-1,1,0.0,-70.7
15Texas Tech*,999.0,1,0,0-1,1,0.0,-45.7,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0
Texas*,999.0,3,1,1-1,2,0.5,-7.5,0-0,0,0.0,0.0,0-1,1,0.0,-1.2,0-0,0,0.0,0.0
Hawai'i,999.0,3,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-1,3,0.67,13.0
19Gonzaga,999.0,2,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,16.8,1-0,1,1.0,29.3
Southern Utah,999.0,7,0,0-1,1,0.0,-110.6,0-1,1,0.0,-5.4,0-3,3,0.0,-17.5,0-2,2,0.0,-9.2
Marshall,999.0,7,5,0-0,0,0.0,0.0,0-0,0,0.0,0.0,2-0,2,1.0,6.0,3-2,5,0.6,2.1
Old Dominion,999.0,13,4,0-3,3,0.0,-26.6,0-1,1,0.0,-6.1,1-2,3,0.33,-1.6,3-3,6,0.5,4.6
Georgia State,999.0,7,2,0-0,0,0.0,0.0,0-2,2,0.0,-26.2,2-2,4,0.5,-4.0,0-1,1,0.0,-3.3
High Point*,999.0,2,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,12.9,0-0,0,0.0,0.0
East Carolina,999.0,3,1,0-0,0,0.0,0.0,1-0,1,1.0,3.9,0-1,1,0.0,-16.8,0-1,1,0.0,-16.5
UNC Asheville*,999.0,1,1,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,18.7,0-0,0,0.0,0.0
Mercer,999.0,8,5,0-2,2,0.0,-9.7,1-0,1,1.0,7.9,0-1,1,0.0,-2.7,4-0,4,1.0,16.0
Elon,999.0,3,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-0,1,1.0,49.9,1-1,2,0.5,-2.0
Charlotte,999.0,2,0,0-0,0,0.0,0.0,0-0,0,0.0,0.0,0-2,2,0.0,-6.7,0-0,0,0.0,0.0
Dartmouth,999.0,5,2,0-0,0,0.0,0.0,0-0,0,0.0,0.0,1-1,2,0.5,-7.0,1-2,3,0.33,-0.9
Ohio State,999.0,8,6,0-1,1,0.0,-10.8,1-1,2,0.5,0.6,1-0,1,1.0,1.3,4-0,4,1.0,36.1
